Pattern,Engine,Input_Size,Time_ns,Time_std,Time_min,Time_max,Time_median,Time_ci_lower,Time_ci_upper,Matches
Adversarial/bounded_seq_6,Hyperscan,6,35.21,0.96,34.11,38.43,35.12,34.96,35.46,10000
Adversarial/bounded_seq_6,PCRE2,6,18.80,0.91,17.97,21.19,18.51,18.56,19.03,10000
Adversarial/bounded_seq_6,RE2,6,44.18,0.71,42.97,45.64,44.17,43.99,44.36,10000
Adversarial/bounded_seq_6,std::regex,6,100.66,4.93,94.77,112.64,102.16,99.39,101.94,2000
Adversarial/bounded_short,CTRE-SIMD,3,1.91,0.30,1.68,3.00,1.79,1.83,1.99,10000
Adversarial/bounded_short,Hyperscan,3,32.91,0.77,32.04,35.60,32.74,32.71,33.10,10000
Adversarial/bounded_short,PCRE2,3,21.91,0.72,20.88,24.28,21.84,21.72,22.10,10000
Adversarial/bounded_short,RE2,3,36.09,0.71,35.21,39.68,35.92,35.90,36.27,10000
Adversarial/bounded_short,std::regex,3,94.68,2.18,91.22,103.06,94.52,94.11,95.24,2000
Adversarial/capture_3,CTRE-SIMD,3,1.90,0.11,1.87,2.43,1.87,1.87,1.93,10000
Adversarial/capture_3,Hyperscan,3,30.36,1.36,29.09,34.07,29.82,30.01,30.71,10000
Adversarial/capture_3,PCRE2,3,23.18,0.84,22.19,25.35,22.92,22.96,23.40,10000
Adversarial/capture_3,RE2,3,35.53,1.05,34.27,38.53,35.31,35.26,35.81,10000
Adversarial/capture_3,std::regex,3,111.43,4.65,106.36,123.31,108.92,110.23,112.63,2000
Adversarial/capture_5,CTRE-SIMD,5,2.71,0.09,2.68,3.34,2.70,2.69,2.73,10000
Adversarial/capture_5,Hyperscan,5,33.43,1.83,32.39,43.42,32.74,32.95,33.90,10000
Adversarial/capture_5,PCRE2,5,26.33,0.99,25.22,28.91,25.99,26.08,26.59,10000
Adversarial/capture_5,RE2,5,41.56,0.68,40.63,43.60,41.70,41.39,41.74,10000
Adversarial/capture_5,std::regex,5,144.09,10.65,135.84,189.82,140.69,141.33,146.84,2000
Adversarial/capture_8,CTRE-SIMD,8,4.13,0.34,4.02,5.86,4.04,4.04,4.22,10000
Adversarial/capture_8,Hyperscan,8,7.31,0.41,7.13,8.80,7.13,7.21,7.42,0
Adversarial/capture_8,PCRE2,8,21.01,1.03,19.82,23.11,21.12,20.75,21.28,0
Adversarial/capture_8,RE2,8,41.50,0.87,40.18,43.26,41.64,41.28,41.73,0
Adversarial/capture_8,std::regex,8,101.95,3.36,98.44,109.39,100.49,101.08,102.82,0
Adversarial/class_5_5,CTRE-SIMD,10,3.74,0.40,3.60,5.77,3.62,3.64,3.84,10000
Adversarial/class_5_5,Hyperscan,10,7.29,0.45,7.13,9.25,7.14,7.18,7.41,0
Adversarial/class_5_5,PCRE2,10,16.91,0.63,16.40,18.82,16.58,16.75,17.07,0
Adversarial/class_5_5,RE2,10,30.99,0.81,29.72,32.95,30.84,30.78,31.20,0
Adversarial/class_5_5,std::regex,10,59.50,2.80,57.10,69.41,58.59,58.77,60.22,0
Adversarial/class_single,CTRE-SIMD,1,0.72,0.27,0.66,2.27,0.67,0.65,0.79,10000
Adversarial/class_single,Hyperscan,1,27.45,0.70,26.57,29.21,27.29,27.27,27.63,10000
Adversarial/class_single,PCRE2,1,17.96,0.51,17.47,19.47,17.74,17.83,18.09,10000
Adversarial/class_single,RE2,1,28.54,0.80,27.55,30.67,28.35,28.33,28.74,10000
Adversarial/class_single,std::regex,1,69.92,3.57,66.99,88.59,68.57,69.00,70.85,2000
Adversarial/complex_id,CTRE-SIMD,105,30.59,2.39,27.60,33.58,30.11,27.62,33.57,10000
Adversarial/complex_id,CTRE-SIMD,13,8.95,0.41,8.33,9.43,8.93,8.44,9.46,10000
Adversarial/complex_id,CTRE-SIMD,15,11.16,1.16,10.15,12.80,10.67,9.72,12.61,10000
Adversarial/complex_id,CTRE-SIMD,1545,103.55,0.87,102.60,104.41,103.91,102.47,104.63,10000
Adversarial/complex_id,CTRE-SIMD,201,38.20,2.02,35.51,41.01,37.80,35.69,40.71,10000
Adversarial/complex_id,CTRE-SIMD,21,15.39,1.07,14.27,16.55,15.29,14.06,16.71,10000
Adversarial/complex_id,CTRE-SIMD,3079,161.08,0.86,159.70,162.00,161.07,160.00,162.15,10000
Adversarial/complex_id,CTRE-SIMD,33,20.31,0.63,19.64,21.04,20.51,19.53,21.09,10000
Adversarial/complex_id,CTRE-SIMD,393,45.88,1.77,42.86,47.54,46.43,43.68,48.08,10000
Adversarial/complex_id,CTRE-SIMD,57,23.40,0.36,22.95,23.84,23.48,22.95,23.84,10000
Adversarial/complex_id,CTRE-SIMD,6147,262.52,0.99,261.21,263.60,262.44,261.29,263.75,10000
Adversarial/complex_id,CTRE-SIMD,777,66.61,2.04,64.68,68.81,66.16,64.07,69.14,10000
Adversarial/complex_id,Hyperscan,105,470.69,2.85,468.29,475.24,469.11,467.15,474.22,10000
Adversarial/complex_id,Hyperscan,13,50.70,0.97,49.22,51.89,50.80,49.49,51.91,10000
Adversarial/complex_id,Hyperscan,15,57.85,1.38,56.39,59.98,57.78,56.14,59.56,10000
Adversarial/complex_id,Hyperscan,1545,4830.22,6.44,4824.04,4841.05,4828.65,4822.23,4838.21,10000
Adversarial/complex_id,Hyperscan,201,775.36,2.41,772.52,777.83,775.34,772.37,778.35,10000
Adversarial/complex_id,Hyperscan,21,73.49,0.99,72.58,75.00,73.52,72.26,74.72,10000
Adversarial/complex_id,Hyperscan,3079,9353.18,2.81,9348.32,9355.25,9354.34,9349.69,9356.67,10000
Adversarial/complex_id,Hyperscan,33,117.59,0.87,116.85,119.08,117.36,116.51,118.67,10000
Adversarial/complex_id,Hyperscan,393,1335.99,1.73,1333.93,1338.29,1335.30,1333.83,1338.14,10000
Adversarial/complex_id,Hyperscan,57,287.10,6.42,282.59,298.45,284.89,279.12,295.08,10000
Adversarial/complex_id,Hyperscan,6147,18443.73,6.94,18435.18,18451.11,18446.49,18435.12,18452.34,10000
Adversarial/complex_id,Hyperscan,777,2456.61,25.11,2438.22,2491.59,2439.34,2425.44,2487.78,10000
Adversarial/complex_id,PCRE2,105,68.81,8.16,62.46,83.08,65.78,58.69,78.94,10000
Adversarial/complex_id,PCRE2,13,24.33,2.10,21.83,26.94,23.44,21.73,26.93,10000
Adversarial/complex_id,PCRE2,15,26.39,1.85,23.94,28.30,27.36,24.09,28.69,10000
Adversarial/complex_id,PCRE2,1545,614.02,4.03,611.59,621.19,612.50,609.01,619.03,10000
Adversarial/complex_id,PCRE2,201,110.98,14.78,101.37,136.20,102.83,92.63,129.33,10000
Adversarial/complex_id,PCRE2,21,31.80,0.85,30.81,33.15,31.66,30.75,32.86,10000
Adversarial/complex_id,PCRE2,3079,1173.68,1.01,1172.61,1174.83,1173.70,1172.43,1174.93,10000
Adversarial/complex_id,PCRE2,33,39.25,1.85,37.65,42.23,39.07,36.95,41.55,10000
Adversarial/complex_id,PCRE2,393,186.60,17.99,173.18,207.02,173.78,164.26,208.95,10000
Adversarial/complex_id,PCRE2,57,48.80,0.80,47.72,49.70,48.63,47.80,49.79,10000
Adversarial/complex_id,PCRE2,6147,2303.31,4.05,2299.58,2309.74,2302.16,2298.29,2308.34,10000
Adversarial/complex_id,PCRE2,777,329.98,9.75,322.05,344.99,325.22,317.88,342.09,10000
Adversarial/complex_id,RE2,105,264.19,4.17,260.55,270.94,262.84,259.01,269.37,10000
Adversarial/complex_id,RE2,13,68.92,0.64,68.19,69.73,68.99,68.13,69.71,10000
Adversarial/complex_id,RE2,15,82.86,0.33,82.48,83.18,82.90,82.44,83.27,10000
Adversarial/complex_id,RE2,1545,3060.56,6.31,3055.35,3070.63,3059.22,3052.72,3068.40,10000
Adversarial/complex_id,RE2,201,445.68,6.73,436.99,453.67,444.78,437.32,454.04,10000
Adversarial/complex_id,RE2,21,96.31,2.08,93.82,98.79,96.26,93.72,98.89,10000
Adversarial/complex_id,RE2,3079,5994.53,13.19,5982.42,6016.77,5991.66,5978.15,6010.91,10000
Adversarial/complex_id,RE2,33,125.12,1.14,123.78,126.65,124.99,123.70,126.54,10000
Adversarial/complex_id,RE2,393,794.87,4.41,791.66,802.62,793.26,789.39,800.35,10000
Adversarial/complex_id,RE2,57,177.98,2.83,174.91,180.87,178.47,174.48,181.49,10000
Adversarial/complex_id,RE2,6147,11894.40,81.42,11815.29,12027.32,11885.22,11793.31,11995.49,10000
Adversarial/complex_id,RE2,777,1520.22,6.45,1510.87,1526.28,1521.20,1512.21,1528.23,10000
Adversarial/complex_id,std::regex,105,3036.60,82.24,2946.34,3113.60,3064.23,2934.49,3138.72,2000
Adversarial/complex_id,std::regex,13,182.21,6.12,177.22,191.44,178.67,174.60,189.81,2000
Adversarial/complex_id,std::regex,15,241.97,4.78,235.54,248.35,242.16,236.03,247.91,2000
Adversarial/complex_id,std::regex,1545,49088.06,779.19,48159.07,50127.95,49112.74,48120.57,50055.55,2000
Adversarial/complex_id,std::regex,201,5665.77,130.41,5556.32,5851.86,5590.70,5503.84,5827.69,2000
Adversarial/complex_id,std::regex,21,424.09,6.55,417.18,433.32,423.09,415.95,432.22,2000
Adversarial/complex_id,std::regex,3079,107267.78,4518.66,101303.90,113807.52,107671.25,101657.12,112878.43,2000
Adversarial/complex_id,std::regex,33,818.69,7.50,808.60,829.26,818.89,809.37,828.00,2000
Adversarial/complex_id,std::regex,393,11878.59,457.72,11418.45,12641.94,11740.67,11310.26,12446.92,2000
Adversarial/complex_id,std::regex,57,1595.68,49.21,1516.40,1641.05,1599.01,1534.58,1656.78,2000
Adversarial/complex_id,std::regex,6147,263956.13,16733.73,247997.05,285392.69,262085.63,243178.46,284733.80,2000
Adversarial/complex_id,std::regex,777,22865.30,735.97,21707.97,23638.36,23160.98,21951.48,23779.12,2000
Adversarial/concat_2,CTRE-SIMD,2,0.97,0.18,0.94,2.34,0.95,0.92,1.02,10000
Adversarial/concat_2,Hyperscan,2,30.03,2.97,27.85,36.80,28.68,29.26,30.80,10000
Adversarial/concat_2,PCRE2,2,18.06,0.51,17.38,19.36,18.01,17.93,18.19,10000
Adversarial/concat_2,RE2,2,32.14,0.86,30.69,33.87,31.76,31.92,32.36,10000
Adversarial/concat_2,std::regex,2,74.52,3.49,70.84,82.36,72.50,73.61,75.42,2000
Adversarial/counted_20,CTRE-SIMD,20,11.04,1.42,8.47,12.75,11.64,10.68,11.41,10000
Adversarial/counted_20,Hyperscan,20,61.21,0.81,59.77,62.93,61.37,61.00,61.42,10000
Adversarial/counted_20,PCRE2,20,23.50,0.70,22.70,25.06,23.32,23.32,23.68,10000
Adversarial/counted_20,RE2,20,78.46,1.69,76.23,87.10,78.17,78.02,78.89,10000
Adversarial/counted_20,std::regex,20,164.69,3.16,161.22,172.44,163.54,163.88,165.51,2000
Adversarial/digits_100,CTRE-SIMD,100,5.59,0.14,5.56,6.54,5.56,5.56,5.63,10000
Adversarial/digits_100,Hyperscan,100,227.80,1.07,226.32,230.33,227.51,227.52,228.08,10000
Adversarial/digits_100,PCRE2,100,50.78,0.76,49.76,52.46,50.73,50.59,50.98,10000
Adversarial/digits_100,RE2,100,196.12,6.19,189.13,214.26,194.74,194.52,197.72,10000
Adversarial/digits_100,std::regex,100,715.24,53.06,674.97,855.08,690.15,701.53,728.95,2000
Adversarial/digits_500,CTRE-SIMD,500,18.24,0.60,17.82,20.58,17.97,18.09,18.40,10000
Adversarial/digits_500,Hyperscan,500,397.15,6.59,392.34,443.93,395.67,395.44,398.85,10000
Adversarial/digits_500,PCRE2,500,287.97,1.82,285.70,297.13,287.68,287.50,288.44,10000
Adversarial/digits_500,RE2,500,2264.98,20.08,2218.85,2309.37,2266.66,2259.80,2270.17,10000
Adversarial/digits_500,std::regex,500,3842.68,35.82,3804.51,3977.12,3832.39,3833.42,3851.93,2000
Adversarial/dot_chain_12,CTRE-SIMD,23,6.04,0.20,5.96,7.48,5.99,5.99,6.09,10000
Adversarial/dot_chain_12,Hyperscan,23,7.45,0.49,7.15,8.86,7.18,7.32,7.57,0
Adversarial/dot_chain_12,PCRE2,23,18.58,0.83,17.77,20.41,18.27,18.36,18.79,0
Adversarial/dot_chain_12,RE2,23,56.87,0.75,55.58,58.94,56.89,56.67,57.06,0
Adversarial/dot_chain_12,std::regex,23,97.86,3.65,94.78,109.58,96.04,96.92,98.81,0
Adversarial/dot_sep,CTRE-SIMD,5,1.58,0.24,1.53,2.94,1.54,1.52,1.65,10000
Adversarial/dot_sep,Hyperscan,5,34.03,1.46,32.38,38.08,33.95,33.65,34.41,10000
Adversarial/dot_sep,PCRE2,5,18.82,0.98,17.98,21.62,18.51,18.57,19.08,10000
Adversarial/dot_sep,RE2,5,41.37,0.87,40.26,43.65,41.19,41.15,41.60,10000
Adversarial/dot_sep,std::regex,5,90.26,2.65,87.19,97.18,89.33,89.58,90.95,2000
Adversarial/dot_sep_10,CTRE-SIMD,19,4.85,0.23,4.74,5.92,4.76,4.79,4.91,10000
Adversarial/dot_sep_10,Hyperscan,19,59.29,0.82,57.98,61.06,59.52,59.08,59.50,10000
Adversarial/dot_sep_10,PCRE2,19,22.60,0.90,21.66,24.95,22.44,22.36,22.83,10000
Adversarial/dot_sep_10,RE2,19,76.85,1.55,74.86,86.88,76.66,76.45,77.25,10000
Adversarial/dot_sep_10,std::regex,19,169.57,13.52,162.39,263.85,167.47,166.08,173.06,2000
Adversarial/dot_sep_6,CTRE-SIMD,11,3.21,0.28,3.06,4.34,3.13,3.14,3.28,10000
Adversarial/dot_sep_6,Hyperscan,11,45.82,0.90,44.58,49.14,45.66,45.59,46.06,10000
Adversarial/dot_sep_6,PCRE2,11,20.29,0.97,19.32,22.79,20.23,20.04,20.55,10000
Adversarial/dot_sep_6,RE2,11,59.60,2.14,58.19,75.08,59.39,59.05,60.16,10000
Adversarial/dot_sep_6,std::regex,11,123.47,4.68,119.83,149.50,121.27,122.27,124.68,2000
Adversarial/dot_star,CTRE-SIMD,1024,1929.45,17.62,1920.17,1960.87,1922.54,1907.56,1951.33,10000
Adversarial/dot_star,CTRE-SIMD,128,231.28,1.89,229.93,234.24,230.11,228.93,233.63,10000
Adversarial/dot_star,CTRE-SIMD,16,19.57,0.48,18.88,20.09,19.47,18.96,20.17,10000
Adversarial/dot_star,CTRE-SIMD,16384,34430.17,1129.41,33073.00,35590.06,35009.51,33027.83,35832.51,10000
Adversarial/dot_star,CTRE-SIMD,2048,4057.55,53.00,4011.65,4121.33,4027.46,3991.74,4123.35,10000
Adversarial/dot_star,CTRE-SIMD,256,481.79,4.36,476.53,486.56,480.25,476.37,487.20,10000
Adversarial/dot_star,CTRE-SIMD,32,47.20,2.05,45.83,50.75,46.27,44.65,49.75,10000
Adversarial/dot_star,CTRE-SIMD,32768,75007.41,4150.56,70596.92,80254.14,72921.49,69853.81,80161.02,10000
Adversarial/dot_star,CTRE-SIMD,4096,8147.68,93.35,8065.21,8256.07,8103.28,8031.77,8263.60,10000
Adversarial/dot_star,CTRE-SIMD,512,938.09,2.78,934.62,942.00,938.66,934.64,941.55,10000
Adversarial/dot_star,CTRE-SIMD,64,105.40,0.94,104.40,106.84,105.18,104.23,106.57,10000
Adversarial/dot_star,CTRE-SIMD,8192,16641.56,324.99,16210.53,17081.28,16689.85,16238.03,17045.09,10000
Adversarial/dot_star,Hyperscan,1024,564.18,3.53,559.83,568.96,565.10,559.80,568.56,10000
Adversarial/dot_star,Hyperscan,128,196.94,1.60,195.25,198.88,196.93,194.95,198.93,10000
Adversarial/dot_star,Hyperscan,16,56.31,1.14,55.39,58.03,55.71,54.89,57.73,10000
Adversarial/dot_star,Hyperscan,16384,6714.99,7.49,6708.52,6727.26,6712.88,6705.69,6724.29,10000
Adversarial/dot_star,Hyperscan,2048,961.78,1.90,960.04,964.93,961.67,959.42,964.14,10000
Adversarial/dot_star,Hyperscan,256,281.05,12.97,271.98,303.99,276.23,264.94,297.15,10000
