Pattern,Engine,Input_Size,Time_ns,Time_std,Time_min,Time_max,Time_median,Time_ci_lower,Time_ci_upper,Matches
Adversarial/complex_id,CTRE-Scalar,33,29.07,1.83,27.45,32.07,28.30,26.80,31.34,10000
Adversarial/complex_id,CTRE-Scalar,393,367.42,5.74,363.71,377.60,365.29,360.29,374.55,10000
Adversarial/complex_id,CTRE-Scalar,57,53.67,0.77,52.33,54.16,54.03,52.72,54.63,10000
Adversarial/complex_id,CTRE-Scalar,6147,5754.59,18.67,5742.49,5786.96,5746.15,5731.40,5777.77,10000
Adversarial/complex_id,CTRE-Scalar,777,713.50,0.79,712.21,714.21,713.72,712.52,714.49,10000
Adversarial/complex_id,Hyperscan,105,467.35,1.99,465.00,470.52,467.02,464.88,469.82,10000
Adversarial/complex_id,Hyperscan,13,50.18,0.86,49.42,51.12,49.78,49.11,51.25,10000
Adversarial/complex_id,Hyperscan,15,58.04,1.18,56.38,59.69,58.10,56.57,59.50,10000
Adversarial/complex_id,Hyperscan,1545,4857.19,60.95,4828.68,4966.20,4830.39,4781.51,4932.87,10000
Adversarial/complex_id,Hyperscan,201,771.80,2.34,769.00,774.71,772.16,768.89,774.70,10000
Adversarial/complex_id,Hyperscan,21,73.56,0.91,72.76,75.04,73.13,72.43,74.70,10000
Adversarial/complex_id,Hyperscan,3079,9406.79,69.46,9356.14,9513.66,9365.19,9320.54,9493.03,10000
Adversarial/complex_id,Hyperscan,33,117.00,0.11,116.88,117.11,117.00,116.87,117.14,10000
Adversarial/complex_id,Hyperscan,393,1334.29,1.48,1332.24,1336.21,1334.67,1332.45,1336.13,10000
Adversarial/complex_id,Hyperscan,57,284.84,6.75,280.05,296.36,281.22,276.46,293.23,10000
Adversarial/complex_id,Hyperscan,6147,18462.34,17.93,18445.63,18490.89,18455.53,18440.07,18484.61,10000
Adversarial/complex_id,Hyperscan,777,2435.29,2.22,2433.33,2438.47,2434.11,2432.53,2438.05,10000
Adversarial/complex_id,PCRE2,105,68.26,2.32,66.54,72.14,67.34,65.38,71.13,10000
Adversarial/complex_id,PCRE2,13,22.97,1.54,21.68,25.40,22.27,21.05,24.88,10000
Adversarial/complex_id,PCRE2,15,25.61,1.44,23.96,27.59,25.30,23.81,27.40,10000
Adversarial/complex_id,PCRE2,1545,622.73,10.63,612.98,636.82,617.87,609.52,635.93,10000
Adversarial/complex_id,PCRE2,201,103.86,1.43,102.34,106.11,103.36,102.09,105.63,10000
Adversarial/complex_id,PCRE2,21,31.46,1.29,29.48,32.91,31.58,29.85,33.06,10000
Adversarial/complex_id,PCRE2,3079,1189.61,29.61,1173.11,1242.10,1175.31,1152.84,1226.38,10000
Adversarial/complex_id,PCRE2,33,38.33,1.54,36.39,39.69,39.05,36.42,40.25,10000
Adversarial/complex_id,PCRE2,393,176.79,3.04,174.22,181.51,175.96,173.02,180.57,10000
Adversarial/complex_id,PCRE2,57,48.22,3.54,41.96,50.65,49.34,43.82,52.62,10000
Adversarial/complex_id,PCRE2,6147,2302.62,5.87,2294.68,2308.74,2302.35,2295.33,2309.91,10000
Adversarial/complex_id,PCRE2,777,324.84,9.34,317.55,341.15,321.54,313.24,336.43,10000
Adversarial/complex_id,RE2,105,262.00,1.34,260.31,263.57,261.51,260.34,263.66,10000
Adversarial/complex_id,RE2,13,69.74,0.48,69.21,70.37,69.55,69.15,70.33,10000
Adversarial/complex_id,RE2,15,82.65,1.17,80.94,83.83,82.63,81.20,84.10,10000
Adversarial/complex_id,RE2,1545,3063.89,4.65,3059.70,3069.52,3061.63,3058.12,3069.66,10000
Adversarial/complex_id,RE2,201,439.44,6.67,434.05,446.78,435.13,431.16,447.73,10000
Adversarial/complex_id,RE2,21,95.83,2.45,91.52,97.38,96.87,92.79,98.88,10000
Adversarial/complex_id,RE2,3079,5999.04,9.14,5988.93,6008.72,6003.10,5987.69,6010.39,10000
Adversarial/complex_id,RE2,33,124.67,0.57,123.75,125.15,124.91,123.96,125.37,10000
Adversarial/complex_id,RE2,393,826.61,29.22,795.63,860.90,832.63,790.32,862.89,10000
Adversarial/complex_id,RE2,57,175.92,1.71,173.85,178.13,175.55,173.80,178.04,10000
Adversarial/complex_id,RE2,6147,11862.27,45.45,11816.11,11914.96,11860.61,11805.83,11918.71,10000
Adversarial/complex_id,RE2,777,1519.64,15.17,1507.67,1544.99,1512.50,1500.80,1538.48,10000
Adversarial/complex_id,std::regex,105,2902.75,62.88,2820.38,2979.37,2922.29,2824.68,2980.82,2000
Adversarial/complex_id,std::regex,13,184.55,5.96,176.45,192.95,183.89,177.15,191.94,2000
Adversarial/complex_id,std::regex,15,235.83,6.33,224.87,241.29,237.60,227.97,243.69,2000
Adversarial/complex_id,std::regex,1545,47878.29,1197.66,46148.13,49160.55,48105.68,46391.20,49365.38,2000
Adversarial/complex_id,std::regex,201,5495.94,86.96,5386.67,5601.36,5466.74,5387.96,5603.92,2000
Adversarial/complex_id,std::regex,21,415.12,4.29,410.53,420.13,415.65,409.78,420.45,2000
Adversarial/complex_id,std::regex,3079,103045.03,2610.61,100574.99,107299.54,102186.36,99803.54,106286.52,2000
Adversarial/complex_id,std::regex,33,807.40,8.78,796.19,820.27,807.92,796.49,818.30,2000
Adversarial/complex_id,std::regex,393,11244.24,117.85,11125.31,11377.98,11198.42,11097.91,11390.57,2000
Adversarial/complex_id,std::regex,57,1504.68,32.38,1456.87,1548.29,1506.00,1464.47,1544.89,2000
Adversarial/complex_id,std::regex,6147,244438.28,8942.56,234388.91,256626.20,244091.79,233334.63,255541.94,2000
Adversarial/complex_id,std::regex,777,21850.69,478.15,21273.20,22564.12,21707.49,21256.98,22444.39,2000
Adversarial/concat_2,CTRE-Scalar,2,0.99,0.15,0.94,1.70,0.95,0.95,1.03,10000
Adversarial/concat_2,Hyperscan,2,28.64,0.75,27.83,30.16,28.27,28.45,28.83,10000
Adversarial/concat_2,PCRE2,2,18.19,1.38,17.53,25.10,17.69,17.83,18.54,10000
Adversarial/concat_2,RE2,2,32.73,1.12,30.95,38.74,32.67,32.44,33.02,10000
Adversarial/concat_2,std::regex,2,73.72,4.81,69.40,89.52,71.53,72.47,74.96,2000
Adversarial/counted_20,CTRE-Scalar,20,11.52,0.82,8.48,12.55,11.62,11.30,11.73,10000
Adversarial/counted_20,Hyperscan,20,61.03,0.87,59.66,63.78,61.12,60.81,61.25,10000
Adversarial/counted_20,PCRE2,20,23.26,0.48,22.72,24.48,23.26,23.14,23.39,10000
Adversarial/counted_20,RE2,20,78.10,0.86,76.71,80.96,77.91,77.88,78.33,10000
Adversarial/counted_20,std::regex,20,164.07,3.26,159.70,171.60,163.32,163.23,164.91,2000
Adversarial/digits_100,CTRE-Scalar,100,41.55,0.72,41.05,45.25,41.16,41.36,41.73,10000
Adversarial/digits_100,Hyperscan,100,227.90,3.20,226.27,251.21,227.22,227.07,228.73,10000
Adversarial/digits_100,PCRE2,100,49.88,1.48,46.23,53.24,49.96,49.50,50.26,10000
Adversarial/digits_100,RE2,100,192.51,3.89,188.90,205.68,191.11,191.50,193.51,10000
Adversarial/digits_100,std::regex,100,752.29,56.05,671.40,898.81,756.87,737.81,766.77,2000
Adversarial/digits_500,CTRE-Scalar,500,207.31,6.15,205.59,247.11,206.11,205.72,208.90,10000
Adversarial/digits_500,Hyperscan,500,395.85,2.09,392.72,400.57,396.00,395.31,396.39,10000
Adversarial/digits_500,PCRE2,500,287.62,0.84,285.92,289.78,287.62,287.40,287.84,10000
Adversarial/digits_500,RE2,500,2263.06,16.91,2218.92,2294.03,2264.88,2258.69,2267.43,10000
Adversarial/digits_500,std::regex,500,4062.30,368.85,3802.64,5360.43,3864.61,3967.01,4157.58,2000
Adversarial/dot_chain_12,CTRE-Scalar,23,6.08,0.28,5.97,7.38,5.99,6.01,6.15,10000
Adversarial/dot_chain_12,Hyperscan,23,7.47,0.48,7.15,9.63,7.24,7.35,7.60,0
Adversarial/dot_chain_12,PCRE2,23,18.32,0.58,17.80,19.85,17.97,18.17,18.46,0
Adversarial/dot_chain_12,RE2,23,56.91,0.78,55.65,59.96,56.84,56.71,57.11,0
Adversarial/dot_chain_12,std::regex,23,96.16,4.15,93.17,118.85,94.47,95.09,97.23,0
Adversarial/dot_sep,CTRE-Scalar,5,1.56,0.16,1.53,2.80,1.54,1.52,1.61,10000
Adversarial/dot_sep,Hyperscan,5,33.44,0.90,32.38,35.22,33.15,33.21,33.67,10000
Adversarial/dot_sep,PCRE2,5,18.40,0.57,17.99,20.42,18.06,18.25,18.55,10000
Adversarial/dot_sep,RE2,5,41.56,0.85,40.10,43.20,41.65,41.34,41.78,10000
Adversarial/dot_sep,std::regex,5,90.77,3.47,87.32,104.20,89.44,89.88,91.67,2000
Adversarial/dot_sep_10,CTRE-Scalar,19,4.80,0.16,4.74,5.90,4.76,4.76,4.84,10000
Adversarial/dot_sep_10,Hyperscan,19,60.20,4.01,58.01,81.05,59.73,59.17,61.24,10000
Adversarial/dot_sep_10,PCRE2,19,22.49,0.99,21.76,27.48,21.95,22.23,22.75,10000
Adversarial/dot_sep_10,RE2,19,76.39,0.65,74.55,77.50,76.52,76.22,76.56,10000
Adversarial/dot_sep_10,std::regex,19,167.31,3.24,163.34,174.20,165.96,166.48,168.15,2000
Adversarial/dot_sep_6,CTRE-Scalar,11,3.18,0.21,3.07,4.28,3.14,3.13,3.24,10000
Adversarial/dot_sep_6,Hyperscan,11,45.73,0.86,44.63,47.57,45.42,45.50,45.95,10000
Adversarial/dot_sep_6,PCRE2,11,20.07,1.35,19.36,28.96,19.54,19.72,20.42,10000
Adversarial/dot_sep_6,RE2,11,59.69,1.57,58.29,70.44,59.63,59.28,60.09,10000
Adversarial/dot_sep_6,std::regex,11,123.21,3.51,119.77,131.82,121.38,122.31,124.12,2000
Adversarial/dot_star,CTRE-Scalar,1024,1964.89,5.65,1957.45,1973.19,1965.23,1957.88,1971.91,10000
Adversarial/dot_star,CTRE-Scalar,128,232.63,2.28,229.39,235.08,232.47,229.79,235.46,10000
Adversarial/dot_star,CTRE-Scalar,16,18.46,0.68,17.93,19.61,18.35,17.62,19.30,10000
Adversarial/dot_star,CTRE-Scalar,16384,34680.39,734.26,33517.62,35475.48,34714.78,33768.68,35592.10,10000
Adversarial/dot_star,CTRE-Scalar,2048,4115.24,59.45,4060.38,4214.42,4093.83,4041.43,4189.05,10000
Adversarial/dot_star,CTRE-Scalar,256,490.29,1.18,488.66,491.69,490.38,488.82,491.76,10000
Adversarial/dot_star,CTRE-Scalar,32,47.51,0.67,46.80,48.33,47.17,46.68,48.34,10000
Adversarial/dot_star,CTRE-Scalar,32768,74778.57,2600.99,72553.49,78709.79,73491.20,71549.01,78008.12,10000
Adversarial/dot_star,CTRE-Scalar,4096,8284.54,83.41,8199.31,8404.91,8276.64,8180.97,8388.10,10000
Adversarial/dot_star,CTRE-Scalar,512,959.14,2.33,956.15,962.40,958.57,956.25,962.04,10000
Adversarial/dot_star,CTRE-Scalar,64,114.08,1.44,112.72,116.27,114.04,112.29,115.87,10000
Adversarial/dot_star,CTRE-Scalar,8192,16778.71,253.43,16509.83,17034.93,16800.64,16464.04,17093.38,10000
Adversarial/dot_star,Hyperscan,1024,558.61,2.09,555.58,561.33,558.51,556.02,561.20,10000
Adversarial/dot_star,Hyperscan,128,193.54,1.23,192.28,195.55,193.23,192.02,195.06,10000
Adversarial/dot_star,Hyperscan,16,56.24,1.22,55.18,58.32,56.00,54.72,57.75,10000
Adversarial/dot_star,Hyperscan,16384,6704.57,4.93,6698.77,6710.49,6704.69,6698.45,6710.69,10000
Adversarial/dot_star,Hyperscan,2048,955.46,1.61,953.31,957.60,955.85,953.45,957.46,10000
Adversarial/dot_star,Hyperscan,256,271.82,3.41,268.65,276.34,270.92,267.59,276.05,10000
